name,id,office,state,district,party,incumbent,receipts,disbursement,cash.on.hand,debt.owed,end.date,start.date
"BROOK, MARTIN",H8MI09100,H,MI,9,DEM,OPEN,36287.65,36287.64,0,0,9/15/18,10/1/17
"GREIMEL, TIM",H8MI11338,H,MI,11,DEM,OPEN,1022302.87,950761.09,71541.78,0,9/30/18,10/13/17
"GUPTA, SUNEEL",H8MI11346,H,MI,11,DEM,OPEN,1480148.98,1465285.97,14863.01,2e5,9/30/18,10/1/17
"MURRAY, RONALD",S8MT00226,S,MT,0,REP,CHALLENGER,1455,1348,106,NA,9/30/17,7/1/17
"HASTINGS, ALCEE L",H2FL23021,H,FL,20,DEM,INCUMBENT,758646.4,781692.69,100215.84,0,10/17/18,1/1/17
"CRIST, CHARLIE JOSEPH",H6FL13205,H,FL,13,DEM,INCUMBENT,3309509.4,1479303.64,1928261.59,168638.28,10/17/18,1/1/17
"WELLS, TOM BECKWITH DR.",H8FL03020,H,FL,3,DEM,CHALLENGER,40326.87,38814.02,276.85,3e3,9/30/18,1/1/17
"GALVIN, ALYSE",H8AK00140,H,AK,0,IND,CHALLENGER,1479852.69,1293033.57,186819.12,16685.93,10/17/18,1/1/18
"MARGALIS, TONY",H8AZ05170,H,AZ,5,DEM,CHALLENGER,3220.53,3220.53,0,0,3/31/18,1/1/18
"DUBBERLY, SHANNON MICHAEL",H8TX06258,H,TX,6,REP,OPEN,117077.62,117077.62,0,45e3,3/31/18,12/1/17
"BRYANT, DAVID R",S8WA00277,S,WA,0,REP,CHALLENGER,19167,12639,0,0,9/30/18,4/1/18
"BLACKMON, ANTHONY MR",H8AL04102,H,AL,4,REP,CHALLENGER,5648,5355.84,300,0,9/30/18,10/20/17
"MATTA, TATIANA",H8CA23103,H,CA,23,DEM,CHALLENGER,100738.39,83869.26,16833.15,0,10/17/18,8/20/17
"NICHOLSON, KEVIN",S8WI00216,S,WI,0,REP,CHALLENGER,3862601.57,3841113.04,21490.39,13100.57,9/30/18,7/1/17
"JENKINS, EVAN H",S8WV00127,S,WV,0,REP,CHALLENGER,1573189.05,2283462.86,7086.42,0,9/30/18,1/1/17
"PERRY, PAUL-DAVID II",H8PA07143,H,PA,7,DEM,OPEN,91251.76,91251.76,0,0,12/31/17,5/18/17
"GRAWERT, KEITH JOSEPH",H8GA06294,H,GA,6,REP,OPEN,52673.79,79673.79,-27e3,0,12/31/17,1/1/17
"GARCIA-URESTE, ALIA",H8TX16125,H,TX,16,REP,OPEN,165,0.45,164.55,0,12/31/17,10/1/17
"BROOKS, JANIS C REV DR",H8PA18272,H,PA,18,DEM,CHALLENGER,3340.88,2223.84,1598.84,174,9/30/18,1/1/17
"ROBERTSON, ANNABELLE",H8SC02114,H,SC,2,DEM,CHALLENGER,51206.43,51522.53,-316.1,6420,9/30/18,10/1/17
"SCHRIER, KIM DR.",H8WA08189,H,WA,8,DEM,OPEN,6937042.54,5373669.72,1563372.82,70968.03,10/17/18,7/1/17
"BOERIO, BIBIANA",H8PA14065,H,PA,14,DEM,CHALLENGER,670388.17,489783.34,180604.83,227500,10/17/18,3/29/18
"WARNACUT, DAVID",H8WI05173,H,WI,5,IND,CHALLENGER,4826,4810,13,0,10/17/18,1/1/17
"ENGEBRETSON, MARGARET RUTH",H8WI07096,H,WI,7,DEM,CHALLENGER,112167.44,80592.49,31574.95,5e3,10/17/18,1/1/18
"BENNETT, JAMES MCKAY",H8UT03394,H,UT,3,UNK,OPEN,19190,21304.84,0,0,3/31/18,7/1/17
"LIEGEOIS, BEAU",H8WI08045,H,WI,8,DEM,CHALLENGER,316230.75,291073.57,25157.18,0,10/17/18,9/12/17
"FERSHEE, KENDRA JEAN HUARD",H8WV01075,H,WV,1,DEM,CHALLENGER,242916.63,205135.43,46653.93,6546.35,10/17/18,7/1/17
"OJEDA, RICHARD NEECE SENATOR II",H8WV03048,H,WV,3,DEM,OPEN,2242457.96,2016133.61,226324.35,0,10/17/18,4/1/17
"HAGAN, CHRISTINA",H8OH16108,H,OH,16,REP,OPEN,465139.94,464133.99,1005.95,0,9/30/18,4/1/17
"COLEMAN, ANDY",H8OK01124,H,OK,1,REP,OPEN,412018.14,391372.62,20595.52,0,9/30/18,11/28/16
"THORNTON, JOSH",H8SC05166,H,SC,5,OTH,OPEN,5398,5398,0,0,10/16/17,3/6/17
"HARRIS, TIM",H8OK01165,H,OK,1,REP,OPEN,487474.05,477197.77,10276.28,13e4,9/30/18,3/1/17
"STEIL, BRYAN GEORGE",H8WI01156,H,WI,1,REP,OPEN,1868953.11,1566770.01,302183.1,0,10/17/18,4/1/18
"TOFT, STEVE",H8WI03103,H,WI,3,REP,CHALLENGER,284839.68,229380.53,55459.15,3e4,10/17/18,10/1/17
"WOLFF, DENNY",H8PA11095,H,PA,9,DEM,OPEN,1050664.07,998492.32,54950.47,702e3,10/17/18,10/1/17
"JOYCE, JOHN",H8PA13125,H,PA,13,REP,CHALLENGER,1413470.44,1273176.38,140294.06,296e3,10/17/18,1/1/18
"PIERCE, DONNA SHANNON",H8SC04326,H,SC,4,REP,OPEN,92477.7,92477.7,0,0,7/6/18,1/1/18
"OLSON, PETER G.",H8TX22107,H,TX,22,REP,INCUMBENT,1444843.57,1666604.03,236083.1,0,10/17/18,1/1/17
"COOPER, DAVE",H8GA09066,H,GA,9,DEM,CHALLENGER,39593.31,28841.84,10751.47,19042.31,5/2/18,1/1/18
"SWENY, SARA KELLEN MRS.",H8TX22297,H,TX,22,IND,CHALLENGER,8881.87,7116.72,1765.15,0,10/17/18,11/9/16
"HULINGS, JAY",H8TX23147,H,TX,23,DEM,CHALLENGER,615290.01,614784.42,505.59,72194.68,10/17/18,8/29/17
"RATCLIFFE, JOHN L",H4TX04153,H,TX,4,REP,INCUMBENT,1023240.12,790662.8,361188.91,0,10/17/18,1/1/17
"MCKENNA, JOHN W",H8OK04060,H,OK,4,DEM,CHALLENGER,1640.45,1640.45,0,0,3/31/18,7/1/17
"SCHAUPP, CHARLES EUGENE",H6CA03067,H,CA,3,REP,CHALLENGER,38185.99,25887.16,7924.34,15e3,10/17/18,4/1/18
"FLYNN, SEAN",H6CA31134,H,CA,31,REP,CHALLENGER,1190433.05,1061587.63,165430.88,810614.16,10/17/18,1/1/17
"POLCE, NICK",H8WI01149,H,WI,1,REP,OPEN,67519,63170,4547,25238,9/30/18,10/1/17
"O'ROURKE, ROBERT (BETO)",S8TX00285,S,TX,0,DEM,CHALLENGER,70243103.56,60305589.31,10336213.79,0,10/17/18,1/1/17
"STOCKSTILL, DANNY",H8OK01140,H,OK,1,REP,OPEN,32192,26332.65,5859.35,0,9/30/18,1/1/17
"LEVIN, NAOMI",H8NY10099,H,NY,10,REP,CHALLENGER,63562,49170.49,14391.51,0,10/17/18,1/1/18
"GLISSON, VICKIE YATES BROWN",H8KY03211,H,KY,3,REP,CHALLENGER,723198.26,468428.8,254769.46,11500,10/17/18,1/1/18
"CARR, BOB",S4MI00298,S,MI,0,REP,CHALLENGER,4042,4039,NA,NA,9/30/18,10/1/17
"MASTERS, PAUL MICHAEL DREXEL UNI JR",H8PA06095,H,PA,6,REP,OPEN,50,360,50,0,3/31/18,1/1/18
"HOBSON, RICH",H8AL02205,H,AL,2,REP,CHALLENGER,76307.05,75633.71,673.34,0,6/30/18,1/1/18
"LEWIS, JONATHAN",H8NY16096,H,NY,16,DEM,CHALLENGER,893196,893196,0,0,10/11/18,10/16/17
"FLYNN, BRIAN",H8NY19173,H,NY,19,DEM,CHALLENGER,1756709.94,1753580.06,3129.88,906262.2,9/30/18,1/1/17
"WILSON, KATIE",H8NY21252,H,NY,21,DEM,CHALLENGER,265858.31,274108.16,-8249.85,0,9/30/18,6/27/17
"MARTZ, EMILY",H8NY21260,H,NY,21,DEM,CHALLENGER,246675.86,250110,-3434.14,13e3,9/30/18,7/1/17
"DAGNESSES, RAFAEL",H4CA26139,H,CA,26,REP,CHALLENGER,3241,3241,0,0,4/18/18,1/1/17
"WARREN, ELIZABETH",S2MA00170,S,MA,0,DEM,INCUMBENT,25029345.02,15940320.05,13934572.34,0,10/17/18,1/1/17
"MILLER, LEE THOMAS",H8TN07084,H,TN,7,REP,OPEN,184320,184320,0,0,3/31/18,10/1/17
"HORNBERGER, BENJAMIN",H0PA09039,H,PA,13,REP,OPEN,475.9,573.57,-57.67,0,3/31/18,10/5/17
"NEWLAND, K. ROSS",H8GA13019,H,GA,13,REP,CHALLENGER,125,125,0,0,4/13/18,1/1/18
"VALDES, ALINA IRENE MD",H6FL25027,H,FL,25,DEM,CHALLENGER,23900.32,23926.92,0,0,6/30/18,1/1/17
"SESSIONS, RANE EIR OLIVIA",H8KY02098,H,KY,2,DEM,CHALLENGER,5753.2,6298.27,0,-116.58,5/23/18,1/1/18
"MACKEY, ANDREW R.",H8OH04062,H,OH,4,DEM,CHALLENGER,1982.79,1982.66,0,0,10/16/17,1/1/17
"SALIM, AHMED",H8IL07095,H,IL,7,DEM,CHALLENGER,4261,3379.95,-36.9,0,4/18/18,7/1/17
"GEORGE, JOHN",H8PA16060,H,PA,16,DEM,CHALLENGER,13995,7632.19,6362.81,0,9/30/17,4/1/17
"MACKENZIE, RYAN EDWARD",H8PA15195,H,PA,15,REP,OPEN,267161.88,191037.8,76124.08,0,10/17/18,7/1/17
"NOTHSTEIN, MARTY MR.",H8PA15245,H,PA,7,REP,OPEN,922398.22,671510.26,250887.96,145e3,10/17/18,10/1/17
"DAVID, DAN",H8PA15286,H,PA,4,REP,OPEN,465825.64,442485.14,23340.5,24e4,10/17/18,11/27/17
"HOWLAND, AMANDA",H6IL06166,H,IL,6,DEM,CHALLENGER,198264.19,197521.25,0,87266.47,7/15/18,1/1/17
"HALL, MATTHEW",H8MI03087,H,MI,3,REP,CHALLENGER,211,211,0,0,2/26/18,12/19/17
"RESCHENTHALER, GUY MR.",H8PA18199,H,PA,14,REP,OPEN,920101.47,805197.06,114904.41,51476.45,10/17/18,10/1/17
"FEINSTEIN, DIANNE",S0CA00199,S,CA,0,DEM,INCUMBENT,16337924.75,14543906.14,4218374.76,3264219.32,10/17/18,1/1/17
"GILLIBRAND, KIRSTEN ELIZABETH",S0NY00410,S,NY,0,DEM,INCUMBENT,17518096.74,9140149.78,10644610.97,0,10/17/18,1/1/17
"MURPHY, CHRISTOPHER S MR",S2CT00132,S,CT,0,DEM,INCUMBENT,12077556.04,7789013.83,5413484.36,0,10/17/18,1/1/17
"HIRONO, MAZIE K",S2HI00106,S,HI,0,DEM,INCUMBENT,3082774.75,2396696.43,1499014.59,125e3,10/17/18,1/1/17
"DONNELLY, JOSEPH S",S2IN00091,S,IN,0,DEM,INCUMBENT,13433431.41,12500819.74,2321981.84,0,10/17/18,1/1/17
"FORD, KIM R.",H8DC01034,H,DC,0,DEM,CHALLENGER,132152.79,132152.79,0,0,10/14/18,10/1/17
"THOM, SEAN A",H8NJ02158,H,NJ,2,DEM,OPEN,11980.36,11980.36,0,0,6/30/18,1/1/17
"WARD, JOHN",H8FL06122,H,FL,6,REP,OPEN,1207497.72,1194872.34,7214.55,731500,9/30/18,4/4/17
"CONYERS, IAN",H8MI13284,H,MI,13,DEM,OPEN,212367.24,211153.2,1214.04,4434.6,9/30/18,12/11/17
"HILL KNOTT, KIMBERLY",H8MI13326,H,MI,13,DEM,OPEN,19108,19385.17,-277.17,0,9/30/18,1/1/18
"GALLEGOS, ALEXANDER",H8ID01181,H,ID,1,REP,OPEN,82935.59,82935.59,0,0,6/30/18,1/1/18
"JENSEN, VICKI",H8MN01253,H,MN,1,DEM,OPEN,72816.55,72491.27,325.28,13713.05,9/30/18,5/16/17
"DAHM, NATHAN",H0OK01089,H,OK,1,REP,OPEN,142167,140868.73,1298.27,5500,9/30/18,4/1/17
"BREDESEN, PHILIP",S8TN00386,S,TN,0,DEM,OPEN,16406597.53,15376636.15,1029962.48,225e4,10/17/18,12/1/17
"ROMNEY, MITT WILLARD MR",S8UT00176,S,UT,0,REP,OPEN,5186308.28,4692703.88,493605.04,37207.37,10/17/18,1/1/18
"SLOTNICK, NANCY DAILEY",H8WA10037,H,WA,10,IND,CHALLENGER,22884,15285.34,7598.66,22e3,9/30/18,4/1/18
"BAXTER, RALPH",H8WV01067,H,WV,1,DEM,CHALLENGER,652907.14,635902.25,17004.89,0,9/30/18,7/1/17
"BOATNER, JOHN BURKE JR",H8TN08108,H,TN,8,DEM,CHALLENGER,43396.45,42080.45,1316,0,9/30/18,11/9/16
"WILCOX, ROCHELLE LYN",H8CA04186,H,CA,4,DEM,CHALLENGER,24438,24438,0,0,12/31/17,1/1/17
"GRAHAM, JOHN",H8CA45197,H,CA,45,NNE,CHALLENGER,41542.68,36310.06,5232.62,16242.68,6/7/18,8/31/17
"MOSSER, JOHN MARSHALL",H8SC04383,H,SC,4,REP,OPEN,24875,24875,0,0,7/14/18,1/1/18
"O'CONNOR, DANIEL JAY",H8OH12297,H,OH,12,DEM,OPEN,7567424.79,6688055.52,879369.27,0,10/17/18,1/1/18
"HEENAN, JOHN",H8MT00101,H,MT,0,DEM,CHALLENGER,1104281.99,1104281.99,0,0,11/8/18,7/1/17
"LAPOLICE, ALAN",H4KS01059,H,KS,1,DEM,CHALLENGER,182046.2,167546.84,13523.9,2e4,10/17/18,1/1/17
"VARGAS, STEVEN",H8CA39281,H,CA,39,REP,OPEN,56194,49915.82,59.58,11e3,9/30/18,1/1/18
"JAMMAL, SAMIR",H8CA39166,H,CA,39,DEM,OPEN,577017.47,569727.64,6738.3,0,9/30/18,7/1/17
"LEGGETT, SUZI",H8CA39257,H,CA,39,DEM,OPEN,43295.81,43295.81,0,0,9/30/18,1/1/18
"PARVIZIAN, HAMID",H8TX02174,H,TX,2,DEM,OPEN,112582.61,101238.99,7343.62,35562.61,2/14/18,10/16/17
"ACKISON, MELISSA",S8OH00094,S,OH,0,REP,CHALLENGER,38378,47019,0.8,0,5/25/18,9/6/17
"MACKENZIE, MARK S",H8NH01228,H,NH,1,DEM,OPEN,326984.05,329050.94,0,-345.2,11/5/18,10/1/17
"GROSSMAN, SETH",H8NJ02232,H,NJ,2,REP,OPEN,240626.28,130179.91,110446.37,6550,10/17/18,1/1/18
"HARRISON, PETER JOHN MR.",H8WA03180,H,WA,3,DEM,CHALLENGER,5477.72,5147.21,330.51,0,3/31/18,2/1/17
"SHERRILL, REBECCA MICHELLE",H8NJ11142,H,NJ,11,DEM,OPEN,7645693.87,5923521.38,1730518.44,0,10/17/18,4/1/17
"LITTLEFIELD, JAMES PATRICK",H8MA03189,H,MA,3,DEM,OPEN,77088.41,77296.36,-207.95,0,11/6/18,11/14/17
"WU, BRIANNA",H8MA08170,H,MA,8,DEM,CHALLENGER,184574.88,115430.86,69144.02,5e4,9/30/18,1/1/17
"HARTZLER, VICKY",H0MO04086,H,MO,4,REP,INCUMBENT,1168612.13,907656.64,623109.24,26588.26,10/17/18,1/1/17
"FISCHER, DEBRA S",S2NE00094,S,NE,0,REP,INCUMBENT,4312940.42,4031719.51,1300090.64,0,10/17/18,1/1/17
"HEINRICH, MARTIN TREVOR",S2NM00088,S,NM,0,DEM,INCUMBENT,6139208.57,6358668.69,1322003.33,0,10/17/18,1/1/17
"GROSS, KENNETH WAYNE MR.",H8TN02143,H,TN,2,REP,OPEN,7261,5218,2042,0,9/30/17,7/1/17
"CONYERS, JOHN III",H8MI13235,H,MI,13,DEM,OPEN,3100,3696.12,-596.12,0,3/31/18,1/1/18
"KAINE, TIMOTHY MICHAEL",S2VA00142,S,VA,0,DEM,INCUMBENT,16214775.36,14503913.56,4831557.17,0,10/17/18,1/1/17
"BAUGH, SCOTT",H6CA48245,H,CA,48,REP,CHALLENGER,665625.61,1213593.88,459.91,2e3,9/30/18,1/1/17
"WELDER, BRENT",H8KS03122,H,KS,3,DEM,CHALLENGER,995947.23,964414.85,31532.38,25800,9/30/18,7/3/17
"BIEDA, STEVEN",H8MI09126,H,MI,9,DEM,OPEN,139417.92,139417.92,0,0,5/31/18,12/24/17
"BENAC, DAVID T DR II",H8MI06130,H,MI,6,DEM,CHALLENGER,90193.22,91798.14,-1604.92,3306.62,9/30/18,4/1/17
"FRANKLIN, GEORGE",H8MI06163,H,MI,6,DEM,CHALLENGER,843741.2,843741.2,0,134e3,9/30/18,10/1/17
"WRIGHT, RICHARD THOMAS",H8MN01303,H,MN,1,DFL,OPEN,160644.13,162864.26,-2220.13,0,9/30/18,6/17/17
"SAPP, JUDSON",H8FL03046,H,FL,3,REP,CHALLENGER,272985,272573.89,411.11,36567.41,9/30/18,1/1/18
"LOMBARD, LAURA",H8KS04088,H,KS,4,DEM,CHALLENGER,112949.81,112121.25,828.56,8284.4,9/30/18,12/1/16
"CARGAS, JAMES P",H2TX07036,H,TX,7,DEM,CHALLENGER,98636.51,105053.52,0,3750,10/10/18,1/1/17
"DISANTO, DELINA",H8AZ04165,H,AZ,4,DEM,CHALLENGER,28226.07,18058.1,10167.97,33854.93,9/30/18,1/1/18
"ESTES, RON M.",H8KS04187,H,KS,4,REP,CHALLENGER,4578,2812,1765,2078,9/30/18,5/31/18
"KRESGE, BRIAN PHILLIP MR",H8ME02169,H,ME,2,LIB,CHALLENGER,25,0,25,0,1/12/18,7/1/17
"LEWIS, KATHYRN",H8VA06195,H,VA,6,REP,OPEN,6675,5735.28,1487.72,0,3/31/18,1/1/18
"MOORE, ROY JUDGE",S8AL00340,S,AL,0,REP,CHALLENGER,6263667,6151648,0,0,5/11/18,4/1/17
"LITTLE, PATRICK",S8CA00606,S,CA,0,REP,CHALLENGER,12409,11854,300,0,10/19/18,2/13/18
"ADAMS, ANN MARIE DR",S8CT00105,S,CT,0,DEM,CHALLENGER,3571,3571,NA,0,5/15/18,10/15/17
"SHIPP, BRETT R.",H8TX32163,H,TX,32,DEM,CHALLENGER,127727.18,127727.18,0,0,3/22/18,11/21/17
"SCOTT, RICK GOV",S8FL00273,S,FL,0,REP,CHALLENGER,68801011.68,66496248.68,2304762.74,0,10/17/18,1/1/18
"PHAM, ETHAN",H8GA07177,H,GA,7,DEM,CHALLENGER,449570.44,449515.53,54.91,15e4,6/30/18,7/1/17
"HAWLEY, JOSHUA DAVID",S8MO00160,S,MO,0,REP,CHALLENGER,10221143.05,7376209.58,2844933.22,0,10/17/18,7/1/17
"TRIANTAPHYLLIS, ALEXANDER",H8TX07124,H,TX,7,DEM,CHALLENGER,1148100.53,1148005.4,95.13,0,6/30/18,5/1/17
"CAFORIO, BRYAN",H6CA25177,H,CA,25,DEM,CHALLENGER,1217418.32,1219990.21,405.71,96e3,9/30/18,1/1/17
"PEREZ WILLIAMS, JUANITA",H8NY24132,H,NY,24,DEM,CHALLENGER,181806.44,181806.44,0,0,8/14/18,4/1/18
"FORDE, BRIAN",H8CA45189,H,CA,45,DEM,CHALLENGER,1698812.43,1468052.3,237898.85,0,9/30/18,7/1/17
"COSON, GARY LYNN",S8CA00473,S,CA,0,REP,CHALLENGER,534,372,161,0,3/31/18,10/1/17
"HUERTA, EMILIO J. MR.",H6CA21218,H,CA,21,DEM,CHALLENGER,113943.36,175613.04,57167.37,0,9/30/18,1/1/17
"SRAN, DEEP",H8VA10130,H,VA,10,DEM,CHALLENGER,270867.56,270867.56,0,0,4/24/18,4/1/17
"SMITH, KASANDRA LEE",H8TN09106,H,TN,9,DEM,CHALLENGER,8450.17,5924.61,2525.56,5e3,9/30/18,4/1/18
"EDWARDS, DEJUAN",H8OK05190,H,OK,5,REP,CHALLENGER,2e3,2e3,0,0,9/30/18,4/1/18
"BARNETT, CHARLES RAND",H8OR03060,H,OR,3,DEM,CHALLENGER,8648.26,8681.26,110.74,0,9/30/18,1/1/18
"ANDERSON KELLIHER, MARGARET",H8MN05221,H,MN,5,DEM,OPEN,535359.59,526115.72,9243.87,0,9/30/18,6/8/18
"MODICA, JULIEN",H0VA10129,H,VA,10,DEM,CHALLENGER,98.2,0,548466.46,7e3,9/30/18,1/1/17
"BARTLETT, JOHN",H8NJ11167,H,NJ,11,DEM,OPEN,286380.81,87374.4,199006.41,3e4,9/30/18,7/1/17
"COBERT, MITCHELL",H8NJ11191,H,NJ,11,DEM,OPEN,132391.7,132391.7,0,0,10/3/18,10/1/17
"LYLES, TAMIKA",S8FL00240,S,FL,0,DEM,CHALLENGER,6344,3928,5416,0,3/31/18,2/15/17
"REGALADO, RAQUEL",H8FL27078,H,FL,27,REP,OPEN,21500,21500,0,0,1/26/18,7/1/17
"ABDULAHI, JAMAL MR.",H8MN05163,H,MN,5,DEM,OPEN,148772.94,148602.94,0,0,10/15/18,1/1/17
"CLIFFORD, DAVID",H8CA47060,H,CA,47,REP,CHALLENGER,25369.4,20726.3,4425,10823.57,9/30/18,12/11/17
"JACOB, PETER",H6NJ07151,H,NJ,7,DEM,CHALLENGER,141436.23,156316.14,0,0,10/15/18,1/1/17
"GREGORY, DUWAYNE",H6NY02124,H,NY,2,DEM,CHALLENGER,168557.32,171994.49,0,0,9/30/18,1/1/17
"ENSTAD, CHAD LEE",H8MN07110,H,MN,7,IDP,CHALLENGER,818.18,1362.35,0,0,10/15/18,1/1/18
"NYGARD, DOROTHY (DOTTY)",H8CA10118,H,CA,10,DEM,CHALLENGER,68767.16,68767.16,0,0,6/30/18,1/1/17
"PILKINGTON, JAMES GREGORY",H8FL15149,H,FL,15,DEM,OPEN,65807.05,62175.55,3731.5,52738.31,9/30/18,4/1/17
"CRAMER, THOMAS ALLEN",H8WA08122,H,WA,8,DEM,OPEN,44173.4,37169.19,7008.21,402.7,10/17/18,4/1/17
"ROSSI, DINO",H8WA08205,H,WA,8,REP,OPEN,4418817,3907035.91,511781.09,0,10/17/18,7/1/17
"BRANNON, MARY",H8OK04094,H,OK,4,DEM,CHALLENGER,7527,-169,2608,1632,10/17/18,4/1/18
"JOHNSON, KEVIN RAE MILES",H8PA01260,H,PA,3,DEM,OPEN,134517.27,134517.27,0,0,9/30/18,1/1/18
"SHOCKLEE, LEVII",H8TX06217,H,TX,6,DEM,OPEN,8736,9666,-932,3276,4/13/18,7/1/17
"MYERS, THOMAS PAUL",H8TX11134,H,TX,11,REP,CHALLENGER,6638,6637.61,0,0,3/29/18,12/6/17
"SINGER, JAMES COURAGE",H8UT03402,H,UT,3,DEM,CHALLENGER,24966.72,16386.63,6608.08,0,10/17/18,1/1/18
"VILELA, AMY",H8NV04018,H,NV,4,DEM,OPEN,198206.51,198206.51,0,17433.35,9/30/18,7/1/17
"ANZALONE, JOHN ANTHONY DR.",H8NV04034,H,NV,4,DEM,OPEN,115934.44,72442.68,0,0,9/30/18,1/1/18
"CUNNINGHAM, JOE",H8SC01116,H,SC,1,DEM,CHALLENGER,1926220.81,1628125.03,298095.78,0,10/17/18,5/28/17
"ARRINGTON, KATHERINE ELIZABETH",H8SC01124,H,SC,1,REP,CHALLENGER,1412832.79,1282572.45,130260.34,326450,10/17/18,7/1/17
"TIMMONS, WILLIAM R. IV",H8SC04250,H,SC,4,REP,OPEN,1770707.42,1695329.38,75378.04,596507.34,10/17/18,1/1/18
"HORN, MITCHELL",S8NJ00491,S,NJ,0,DEM,CHALLENGER,5500,5500,0,NA,4/10/18,1/1/18
"BROWN, BRANDON PENDARVIS",H8SC04300,H,SC,4,DEM,OPEN,50299.83,51679.29,78.26,1797.75,10/17/18,2/1/18
"MCDANIEL, CHRISTOPHER BRIAN",S4MS00120,S,MS,0,REP,OPEN,583102.92,512516.74,70585.74,55e3,10/17/18,1/1/18
"DUNN, AUBREY",S8NM00218,S,NM,0,LIB,CHALLENGER,31226,26136,0,0,9/30/18,4/1/18
"KEIRSTEAD, HANS",H8CA48076,H,CA,48,DEM,CHALLENGER,2178345.46,1985769.06,192576.4,925e3,9/30/18,4/1/17
"PAYNE, RACHEL",H8CA48159,H,CA,48,DEM,CHALLENGER,302202.2,228056.35,80901.36,0,9/30/18,3/1/17
"JACOBS, SARA",H8CA49074,H,CA,49,DEM,OPEN,2890249.77,2729780.77,160469,0,9/30/18,10/1/17
"WILKINS, BECKY ANDERSON",H8IL06154,H,IL,6,DEM,CHALLENGER,323740.74,323740.74,0,0,10/9/18,7/1/17
"ELLESON, JOHN D",H8IL09224,H,IL,9,REP,CHALLENGER,48105.64,40400.76,7704.88,0,9/30/18,1/1/18
"AMATUL-WADUD, TAHIRAH",H8MA01050,H,MA,1,DEM,CHALLENGER,143969.67,133905.74,10063.93,0,9/30/18,10/1/17
"POWERS, KEVIN WILLIAM",H8MA02090,H,MA,2,REP,CHALLENGER,60199.64,26553.43,21646.21,25093.09,9/30/18,1/1/18
"BACHER, STEVE",H8PA08166,H,PA,1,DEM,OPEN,54625.86,54435.01,190.85,15996.97,6/30/18,12/1/17
"WELCH, CASEY BURKE MR.",H8AZ02193,H,AZ,2,REP,OPEN,14846.7,14652.33,0,0,10/30/18,1/1/18
"EBEL, JONATHAN HANS",H8IL13176,H,IL,13,DEM,CHALLENGER,285338.87,285678.87,0,0,6/30/18,7/1/17
"ABEL, KEVIN",H8GA06377,H,GA,6,DEM,CHALLENGER,896900.05,889301.86,7598.19,125e3,9/30/18,10/1/17
"MOODY, DAN",H8GA06260,H,GA,6,REP,OPEN,3207231.28,3207231.28,0,0,6/7/18,1/16/17
"WIECZOREK, RONALD LEE",H2SD00068,H,SD,0,IND,OPEN,18630,18082,546,1923,10/17/18,2/1/18
"PRAVER, SHAUL MARSHALL RABBI",H8CT05203,H,CT,5,DEM,OPEN,24103,20258.9,4844.1,0,6/30/18,4/18/18
"MARTIN, ERNEST YORIHIKO",H8HI01218,H,HI,1,DEM,OPEN,393973,393973,0,0,10/31/18,1/1/18
"WHITE, MITCHELL",H8CA04236,H,CA,4,REP,CHALLENGER,11496,10442.7,0,0,9/30/18,1/1/18
"BROWN, STEPHEN H MR",H8SC04375,H,SC,4,REP,OPEN,202580,204851.22,-2271.22,133400,9/30/18,1/1/18
"STRANDBERG, GREG",S8MT00267,S,MT,0,DEM,CHALLENGER,0.6,0,0,0,2/23/18,10/15/17
"ELLISON, ALLEN L",H4FL17037,H,FL,17,DEM,,1432.66,56.64,3013.94,0,10/17/18,1/1/17
"RABINOWITZ, JEFFREY G",H6FL00103,H,FL,15,DEM,OPEN,876,830,30,NA,10/17/18,7/1/17
"CAMPA-NAJJAR, AMMAR",H8CA50098,H,CA,50,DEM,CHALLENGER,3223039.67,2909152.65,313887.02,130420.92,10/17/18,1/1/17
"MCKEON, DAVID OWEN",H8NV03150,H,NV,3,REP,OPEN,77680.3,77680.3,0,0,7/31/18,7/1/17
"DAS, ABHIJIT BEEJ",H8MA03130,H,MA,3,DEM,OPEN,590431.91,180419.75,410012.16,107579.61,8/15/18,10/1/17
"DE LA FUENTE, ROQUE 'ROCKY'",S8FL00299,S,FL,0,REP,CHALLENGER,45e3,45e3,0,0,10/2/18,4/18/18
"HILDEBRAND, DAVID",S8CA00317,S,CA,0,DEM,CHALLENGER,29546,28971,574,0,8/7/18,2/24/17
"ACCAVITTI, FRANK JR",H8MI10132,H,MI,10,DEM,CHALLENGER,12581,12581,0,978.4,8/31/18,4/1/18
"HENRY, BRENDON T",H8NY01171,H,NY,1,DEM,CHALLENGER,13038,9973,2890,0,9/30/18,6/30/17
"TOMASZEWSKI, SCOT JOHN",H4NJ01142,H,NJ,1,DEM,CHALLENGER,34544.55,34544,0,65588,9/30/18,4/1/17
"PALZER, THOMAS EDWARD",S6CA00675,S,CA,0,REP,CHALLENGER,11.1,157.1,45,0,7/31/18,1/1/17
"TESTER, JON",S6MT00162,S,MT,0,DEM,INCUMBENT,16942925.27,16881373.61,1612530.01,0,10/17/18,1/1/17
"ELSASSER, KURT MARTIN MR II",H8MD06242,H,MD,6,REP,OPEN,4407,44079.91,0,0,6/18/18,2/5/18
